id,creation_date,title,tags,view_count,score,answer_count,comment_count
"77364550","2023-10-26 06:22:24","AttributeError: module 'pkgutil' has no attribute 'ImpImporter'. Did you mean: 'zipimporter'?","<python><python-3.x><numpy><pip>","429173","243","9","0"
"77587864","2023-12-01 20:15:21","Disable paste protection in Chrome DevTools?","<google-chrome><google-chrome-devtools><copy-paste>","330323","154","7","2"
"77454741","2023-11-09 16:14:06","Why doesn't App Module exist in Angular 17?","<javascript><angular><typescript>","290897","137","5","7"
"77442172","2023-11-08 00:14:45","SSL: CERTIFICATE_VERIFY_FAILED certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))","<python>","262018","53","15","2"
"77213053","2023-10-02 03:02:00","Why did Flask start failing with ""ImportError: cannot import name 'url_quote' from 'werkzeug.urls'""?","<python><flask><pytest><werkzeug>","216040","203","6","2"
"77507580","2023-11-18 15:40:11","UserWarning: FigureCanvasAgg is non-interactive, and thus cannot be shown plt.show()","<python><matplotlib><pycharm>","210666","78","12","4"
"77671024","2023-12-16 13:11:13","How to re enable paste protection in Chrome console?","<google-chrome>","210631","44","6","8"
"77358280","2023-10-25 09:31:27","ERR_BLOCKED_BY_ORB with puppeteer","<node.js><request><cors><puppeteer>","153363","24","7","3"
"77247893","2023-10-07 00:22:49","ModuleNotFoundError: No module named 'distutils' in Python 3.12","<python><pip><modulenotfounderror><customtkinter><python-3.12>","151624","58","1","1"
"77235063","2023-10-05 07:34:16","One of RECEIVER_EXPORTED or RECEIVER_NOT_EXPORTED should be specified when a receiver isn't being registered exclusively for system broadcasts","<android>","149194","132","14","0"
"77352932","2023-10-24 14:20:39","ovsdb-server.service from nowhere","<openvswitch><netplan>","140724","32","3","1"
"77412153","2023-11-02 18:47:22","This generator XXX requires yeoman-environment at least 4.0.0-rc.0, and the current version is 3.19.3","<typescript><yeoman><yeoman-generator>","136462","2","1","2"
"77252112","2023-10-08 02:32:22","Downloading from external resources is disabled in hibernate dtd","<download><configuration><resources><external><hibernate.cfg.xml>","129907","53","5","0"
"77519169","2023-11-20 22:02:52","ERR_SSL_KEY_USAGE_INCOMPATIBLE error Google Chrome—This site can't be reached might be temporarily down or it may have moved permanently to a new web","<google-chrome><ssl><iis><ssl-certificate><certificate>","125380","18","4","3"
"77661052","2023-12-14 14:57:07","How to solve error: subprocess-exited-with-error","<python><pip>","121397","9","9","2"
"77594827","2023-12-03 14:58:38","How to install nvm on Mac?","<node.js><nvm>","116485","46","4","0"
"77271961","2023-10-11 09:54:33","Dependency 'androidx.activity:activity:1.8.0' requires libraries or apps that depend on it to compile against version 34 or later of the Android APIs","<java><android><android-studio><mobile-development>","113397","60","19","6"
"77274572","2023-10-11 15:48:42","MultiQC: ModuleNotFoundError: No module named 'imp'","<python><module><conda><imp>","109210","28","5","0"
"77219650","2023-10-03 04:21:49","DT_TOOLCHAIN_DIR cannot be used to evaluate LIBRARY_SEARCH_PATHS, use TOOLCHAIN_DIR instead in xcode 15","<xcode15><macos-sonoma>","105499","156","21","1"
"77249074","2023-10-07 08:55:21","How do I use Typescript path aliases in Vite?","<typescript><vite>","104129","68","7","0"
"77233855","2023-10-05 01:54:27","Why did I get an error ModuleNotFoundError: No module named 'distutils'?","<python><setuptools><distutils><skfuzzy><python-3.12>","103609","68","7","0"
"77617946","2023-12-07 06:01:10","Solve conda-libmamba-solver (libarchive.so.19) error after updating conda to 23.11.0 without reinstalling conda?","<python><conda><libarchive>","100113","37","18","2"
"77401730","2023-11-01 09:57:02","ModuleNotFoundError: No module named 'imp'","<python><amazon-web-services><amazon-elastic-beanstalk>","99269","26","3","0"
"77405977","2023-11-01 22:30:19","Cannot invoke ""org.hibernate.engine.jdbc.spi.SqlExceptionHelper.convert(java.sql.SQLException, String)","<spring><hibernate><spring-data-jpa><invoke><spi>","96954","31","10","10"
"77518680","2023-11-20 20:22:07","How to find a chrome driver for my chrome version?","<r><selenium-webdriver><web-scraping><selenium-chromedriver><rselenium>","95826","5","3","1"
"77520506","2023-11-21 05:33:04","Inconsistent JVM-target compatibility detected for tasks despite already defining jvm ver","<android-gradle-plugin><gradle-kotlin-dsl><java-17>","93450","91","16","1"
"77555785","2023-11-27 09:27:02","pnpm: command not found?","<npm><next.js><terminal>","88177","36","3","0"
"77587376","2023-12-01 18:31:24","Cannot invoke ""String.length()"" because ""<parameter1>"" is null","<android><gradle>","84736","73","11","2"
"77529904","2023-11-22 12:21:41","WillPopScope is deprecated in Flutter","<flutter><dart><mobile><cross-platform><deprecated>","81694","54","15","3"
"77218811","2023-10-02 22:37:31","Could not download and install iOS 17.0 Simulator runtime with Xcode 15.0","<ios><xcode><ios-simulator>","79871","53","14","0"
"77505030","2023-11-17 23:09:08","OpenAI API error: ""You tried to access openai.ChatCompletion, but this is no longer supported in openai>=1.0.0""","<python><pip><artificial-intelligence><openai-api><chatgpt-api>","79816","21","2","1"
"77254777","2023-10-08 18:12:04","Alternative to .concat() of empty dataframe, now that it is being deprecated?","<python><pandas><dataframe><concatenation>","79279","55","8","8"
"77267346","2023-10-10 16:02:20","Error while installing python package: llama-cpp-python","<python><llama><llama-cpp-python>","78452","18","7","1"
"77339560","2023-10-22 10:30:16","Error installing cocoapods:	drb requires Ruby version >= 2.7.0. The current ruby version is 2.6.10.210","<ruby><react-native><rubygems>","78345","55","8","0"
"77391331","2023-10-30 19:22:39","SQL Server shared resources: Login failed for user 'xxx'. Reason: The account is disabled","<c#><asp.net><sql-server>","76550","2","0","7"
"77481539","2023-11-14 14:47:06","""Error in initializePtr() : function 'cholmod_factor_ldetA' not provided by package 'Matrix'"" when using lmer function in R","<r><lme4>","76444","47","4","0"
"77374105","2023-10-27 12:23:39","Invalid copilot token: missing token: 403","<github><visual-studio-code><token><github-copilot>","76387","19","4","0"
"77628445","2023-12-08 18:06:03","java.lang.IllegalAccessError: superclass access check failed: class org.jetbrains.kotlin.kapt3.base.javac.KaptJavaCompiler?","<firebase><kotlin><android-gradle-plugin><build.gradle>","74245","73","20","2"
"77295243","2023-10-15 03:44:44","Under JDK 21, Maven compilation results in an error","<java><spring-boot><maven><java-21>","74164","7","3","7"
"77238856","2023-10-05 16:10:58","Problems installing libraries via pip after installing Python 3.12","<python><python-3.x><pip>","73085","16","3","6"
"77225378","2023-10-03 20:34:48","gradle clean fails with ""GradleException: Failed to create Jar file""","<java><gradle>","70989","28","4","2"
"77396564","2023-10-31 13:57:48","Setting a cookie in nextjs 14","<reactjs><authentication><next.js><cookies><next.js13>","70814","23","8","2"
"77482678","2023-11-14 17:33:03","No provider for _HttpClient","<angular><http><angular-httpclient>","68196","35","10","0"
"77444332","2023-11-08 09:35:53","OpenAI Python Package Error: 'ChatCompletion' object is not subscriptable","<python><typeerror><openai-api><chatgpt-api>","68067","54","2","1"
"77237818","2023-10-05 13:57:40","How to load a huggingface pretrained transformer model directly to GPU?","<python><nlp><huggingface-transformers>","66795","23","1","2"
"77587325","2023-12-01 18:22:20","DeprecationWarning: The `punycode` module is deprecated when using a database with Mongoose","<mongoose><deprecation-warning><punycode><userland>","66396","33","9","3"
"77725761","2023-12-28 08:27:28","from 6.5.0, xcb-cursor0 or libxcb-cursor0 is needed to load the Qt xcb platform plugin","<c++><qt><ubuntu><qt6>","66239","38","3","0"
"77448912","2023-11-08 20:59:42","How to install .Net 8 installation","<c#><.net><visual-studio><visual-studio-2022><.net-8.0>","66002","13","8","2"
"77443221","2023-11-08 06:24:28","Cannot apply unknown utility class `border-border` - the `border-border` class does not exist per TailwindCSS; even if I manually define it as a class","<css><reactjs><next.js><tailwind-css>","65973","55","14","5"
"77490435","2023-11-15 19:31:56","AttributeError: cython_sources","<python><python-3.x><pip><catboost><python-3.12>","65301","38","1","0"
"77338229","2023-10-22 00:10:35","Tensorflow 2.14.0 (with CUDA) not registering CUDA?","<tensorflow><tensorflow2.0><nvidia>","63605","24","5","1"
"77469097","2023-11-12 13:25:44","How can I process a pdf using OpenAI's APIs (GPTs)?","<python><machine-learning><pdf><openai-api><chat-gpt-4>","63471","37","7","5"
"77417122","2023-11-03 13:45:28","RxJS websocket how to resubscribe listening to the events when socket reconnects","<javascript><angular><websocket><rxjs><reactive-programming>","63357","2","0","0"
